algorithm,input_file,output_file,running_time_s,max_cpu_mb,max_gpu_mb,optimal_quartet_score,rf_rate,exit_code
astral-x,all_gt_bs_rooted_37.tre,out-37-astralx.tre,2.127,291.949,107.520,23458838,0.0294,0
